"","Country","year_id","Region","sum_increment","DALY.ave","ICER"
"78","Belize",2028,"Latin America and Caribbean",1274074.95506723,3242.4393989575,392.937168070701
"79","Belize",2029,"Latin America and Caribbean",1550736.90019633,3503.72270569535,442.596926313714
"80","Belize",2030,"Latin America and Caribbean",1848141.26632438,3719.43265797025,496.887949393049
"81","Benin",2023,"Sub-Saharan Africa",6146066.28739579,0,Inf
"82","Benin",2024,"Sub-Saharan Africa",12797690.8489871,70281.5289188169,182.091810549111
"83","Benin",2025,"Sub-Saharan Africa",19913541.3051589,82811.5313352358,240.468217216577
"84","Benin",2026,"Sub-Saharan Africa",27551712.4262144,95261.907091284,289.220668234294
"85","Benin",2027,"Sub-Saharan Africa",35718399.1213625,107888.627199467,331.067324226172
"86","Benin",2028,"Sub-Saharan Africa",44435195.4660538,120755.753217999,367.975804729033
"87","Benin",2029,"Sub-Saharan Africa",53721491.3474601,133918.10561729,401.151816625789
"88","Benin",2030,"Sub-Saharan Africa",63597547.0269667,147421.020746574,431.400805020167
"89","Bhutan",2023,"South Asia",348627.551954772,0,Inf
"90","Bhutan",2024,"South Asia",725936.630421035,4523.23169150499,160.490702208424
"91","Bhutan",2025,"South Asia",1127673.04776233,5483.22536606318,205.658708602739
"92","Bhutan",2026,"South Asia",1557339.5200809,6436.12746419564,241.968408603532
"93","Bhutan",2027,"South Asia",2012740.14684753,7384.45913578031,272.564328658153
"94","Bhutan",2028,"South Asia",2494416.36016897,8330.52585859095,299.430840562913
"95","Bhutan",2029,"South Asia",3003980.43897101,9279.85742215072,323.70976215654
"96","Bhutan",2030,"South Asia",3542912.21740917,10235.7789056521,346.130201723368
"97","Bolivia",2023,"Latin America and Caribbean",3315057.30257875,0,Inf
"98","Bolivia",2024,"Latin America and Caribbean",6947054.24945194,75904.9957769593,91.5230174027714
"99","Bolivia",2025,"Latin America and Caribbean",10828125.5158563,83863.4462118994,129.116152566598
"100","Bolivia",2026,"Latin America and Caribbean",14970210.824714,91539.5053602636,163.538253410887
